question_id,question,overlap_count,overlap_rate,total_unique_chunks,multi_chunk_count,trans_chunk_count,multi_only_count,trans_only_count,overlapping_chunks,multi_only_chunks,trans_only_chunks,multi_sources,trans_sources,multi_scores,trans_scores,multi_avg_relevance,trans_avg_relevance,overlapping_avg_relevance,multi_only_avg_relevance,trans_only_avg_relevance,multi_best_chunk_relevance,trans_best_chunk_relevance
Chinese_Q017,盐酸甲哌卡因用于什么？,0,0.0,5,5,5,2,3,[],"['CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Naturally occurring glucocorticoids (hydrocortisone and cortisone), which also have salt-retaining properties, are used as replacement therapy in adrenocortical deficiency states. Their synthetic analogs are primarily used for their potent anti-inflammato', 'CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Naturally occurring glucocorticoids (hydrocortisone and cortisone), which also have salt-retaining properties, are used as replacement therapy in adrenocortical deficiency states. They are also used for their potent anti-inflammatory effects in disorders ']","['DESCRIPTION: 1.1 DESCRIPTION 4% Lidocaine Hydrochloride Injection, USP is a sterile, nonpyrogenic solution containing lidocaine hydrochloride, anhydrous 40 mg/mL in water for injection. May contain sodium hydroxide and/or hydrochloric acid for pH adjustment. pH 6.5 (5.0 to 7.0). Lidocaine has cardia', '. Mepivacaine hydrochloride is related chemically and pharmacologically to the amide-type local anesthetics. It contains an amide linkage between the aromatic nucleus and the amino group. Composition of Available Solutions In Water For Injection 1% Single Dose 30 mL Vial mg/mL 1% Multiple Dose 50 mL', 'DESCRIPTION: DESCRIPTION Mepivacaine hydrochloride is 2-Piperidinecarboxamide, N-(2,6-dimethylphenyl)-1-methyl-, monohydrochloride and has the following structural formula: The molecular formula is C 15 H 22 N 2 O HCl. It is a white, crystalline odorless powder, soluble in water, but very resistant ']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[8.080413818359375, 8.080413818359375, 8.080413818359375, 8.178486824035645, 8.178486824035645]","[7.481938362121582, 7.821700096130371, 8.760525703430176, 8.760525703430176, 8.760525703430176]",0.6436148881912231,0.4631898641586304,0.0,0.640650600194931,0.4601906140645345,0.6554720401763916,0.5240938663482666
Chinese_Q018,哌替啶盐酸盐的结构式是什么？,0,0.0,5,5,5,3,2,[],"['DESCRIPTION: 11 DESCRIPTION Divalproex sodium is a stable co-ordination compound comprised of sodium valproate and valproic acid in a 1:1 molar relationship and formed during the partial neutralization of valproic acid with 0.5 equivalent of sodium hydroxide. Chemically it is designated as sodium hy', '. Sulfuric acid and, if necessary, sodium hydroxide may be added to adjust pH (4.0 – 5.5). Preservative: benzalkonium chloride 0.004% Trimethoprim sulfate (Structural formula) Polymyxin B Sulfate, the sulfate salt of polymyxin B1 and B2 (Structural formula)', ""DESCRIPTION: DESCRIPTION Levothyroxine Sodium Tablets, USP contain synthetic crystalline L-3,3',5,5'-tetraiodothyronine sodium salt [levothyroxine (T 4 ) sodium]. Synthetic T 4 is identical to that produced in the human thyroid gland. Levothyroxine (T 4 ) sodium has an empirical formula of C 15 H 10""]","['. Hydrochlorothiazide is chemically described as 6-chloro-3,4-dihydro- 2H -1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide. Hydrochlorothiazide is a thiazide diuretic. Its empirical formula is C 7 H 8 ClN 3 O 4 S 2 , its molecular weight is 297.73, and its structural formula is Valsartan and hydroc', '. Hydrochlorothiazide is chemically described as 6-chloro-3,4-dihydro-2 H -1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide. Hydrochlorothiazide is a thiazide diuretic. Its molecular formula is C 7 H 8 ClN 3 O 4 S 2 , its molecular weight is 297.73, and its structural formula is Valsartan and hydroc']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[10.25146484375, 10.25146484375, 10.25146484375, 10.973498344421387, 11.837461471557617]","[8.307141304016113, 8.307141304016113, 8.307141304016113, 8.370783805847168, 8.370783805847168]",0.6584195375442505,0.5650469660758972,0.0,0.6433576345443726,0.5645732879638672,0.6810123920440674,0.5669416785240173
Chinese_Q019,血浆蛋白在局部麻醉药作用中的角色是什么？,0,0.0,8,5,5,3,5,[],"['. Approximately 70% of circulating inhibitory activity for HMG-CoA reductase is attributed to active metabolites. In vitro studies suggest the importance of atorvastatin metabolism by cytochrome P450 3A4, consistent with increased plasma concentrations of atorvastatin in humans following co-administ', '. The metabolites are observed in the urine. The primary metabolic pathway is hydroxylation on the indole ring followed by subsequent glucuronide or sulfate conjugation. In vitro metabolism studies have shown that ondansetron is a substrate for human hepatic cytochrome P-450 enzymes, including CYP1A', 'CLINICAL PHARMACOLOGY: 12 CLINICAL PHARMACOLOGY 12.1 Mechanism of Action Atorvastatin is a selective, competitive inhibitor of HMG-CoA reductase, the rate-limiting enzyme that converts 3-hydroxy-3-methylglutaryl-coenzyme A to mevalonate, a precursor of sterols, including cholesterol. Cholesterol and']","['. It has been shown that hydroxylation and N-demethylation, which are detoxification reactions, play important roles in the metabolism of the anesthetic. Three metabolites of mepivacaine have been identified from human adults: two phenols, which are excreted almost exclusively as their glucuronide c', '. In vitro , etoposide is highly protein bound (97%) to human plasma proteins. An inverse relationship between plasma albumin levels and etoposide renal clearance is found in children. In a study determining the effect of other therapeutic agents on the in vitro binding of carbon-14 labeled etoposid', '. Distribution In vitro tests show that bupropion is 84% bound to human plasma proteins at concentrations up to 200 mcg/mL. The extent of protein binding of the hydroxybupropion metabolite is similar to that for bupropion, whereas the extent of protein binding of the threohydrobupropion metabolite i', '. Fetal/maternal ratios of local anesthetics appear to be inversely related to the degree of plasma protein binding, because only the free, unbound drug is available for placental transfer. Mepivacaine is approximately 75% bound to plasma proteins. The extent of placental transfer is also determined', '. The 1.5% solution will provide extensive and often complete motor block and the 2% concentration of mepivacaine hydrochloride will produce complete sensory and motor block of any nerve group. The duration of anesthesia also varies depending upon the technique and type of block, the concentration, ']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[7.916149139404297, 7.995219707489014, 8.013972282409668, 8.013972282409668, 8.013972282409668]","[13.013503074645996, 13.760980606079102, 14.466968536376953, 14.714784622192383, 14.817608833312988]",0.6017858028411865,0.525361305475235,0.0,0.5864244302113851,0.525361305475235,0.6248278617858887,0.6015586256980896
Chinese_Q020,什么浓度的盐酸甲哌卡因可以提供完全的感觉和运动阻滞？,0,0.0,7,5,5,2,5,[],"['. These reactions are characterized by signs such as urticaria, pruritus, erythema, angioneurotic edema (including laryngeal edema), tachycardia, sneezing, nausea, vomiting, dizziness, syncope, excessive sweating, elevated temperature, and possibly, anaphylactoid-like symptomatology (including sever', '. These effects are less likely to occur with the synthetic derivatives except when used in large doses. However, since fludrocortisone acetate is a potent mineralocorticoid, both the dosage and salt intake should be carefully monitored in order to avoid the development of hypertension, edema or wei']","['. It has been shown that hydroxylation and N-demethylation, which are detoxification reactions, play important roles in the metabolism of the anesthetic. Three metabolites of mepivacaine have been identified from human adults: two phenols, which are excreted almost exclusively as their glucuronide c', '. Mepivacaine hydrochloride is related chemically and pharmacologically to the amide-type local anesthetics. It contains an amide linkage between the aromatic nucleus and the amino group. Composition of Available Solutions In Water For Injection 1% Single Dose 30 mL Vial mg/mL 1% Multiple Dose 50 mL', 'DESCRIPTION: DESCRIPTION Meperidine Hydrochloride Injection, USP is a sterile solution for intramuscular, subcutaneous or slow intravenous use as a narcotic analgesic. Each mL of the DOSETTE vial contains meperidine hydrochloride, either 25 mg, 50 mg, 75 mg or 100 mg in Water for Injection. Buffered', 'DESCRIPTION: DESCRIPTION Mepivacaine hydrochloride is 2-Piperidinecarboxamide, N-(2,6-dimethylphenyl)-1-methyl-, monohydrochloride and has the following structural formula: The molecular formula is C 15 H 22 N 2 O HCl. It is a white, crystalline odorless powder, soluble in water, but very resistant ', '. The 1.5% solution will provide extensive and often complete motor block and the 2% concentration of mepivacaine hydrochloride will produce complete sensory and motor block of any nerve group. The duration of anesthesia also varies depending upon the technique and type of block, the concentration, ']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[9.75517463684082, 9.817693710327148, 9.817693710327148, 9.817693710327148, 9.817693710327148]","[8.687241554260254, 9.263751983642578, 9.54532241821289, 9.943599700927734, 10.208456039428711]",0.5033538937568665,0.3907803237438202,0.0,0.5078226327896118,0.3907803237438202,0.5152705311775208,0.4977828562259674
Chinese_Q021,盐酸甲哌卡因提供的麻醉通常能维持手术多长时间？,0,0.0,5,5,5,2,3,[],"['. This relatively prolonged pharmacodynamic action compared to the short pharmacokinetic half-life (1 to 2 hours) reflects the sustained inactivation of the H + , K + ATPase. Table 3: Gastric Acid Parameters: ACIPHEX Delayed-Release Tablets versus Placebo After 7 Days of Once Daily Dosing Parameter ', '. These phenomena appear to be dose-related, increasing in frequency with higher dosages, and subject to great inter-patient variability. After oral administration, dronabinol has an onset of action of approximately 0.5 to 1 hours and peak effect at 2 to 4 hours. Duration of action for psychoactive ']","['. A dilute concentration of epinephrine (1:200,000 or 5 μ g/mL) usually reduces the rate of absorption and plasma concentration of mepivacaine, however, it has been reported that vasoconstrictors do not significantly prolong anesthesia with mepivacaine. Onset of anesthesia with mepivacaine is rapid,', 'INDICATIONS AND USAGE: 1.3 INDICATIONS AND USAGE 4% Lidocaine Hydrochloride Injection, USP is indicated for the production of topical anesthesia of the mucous membranes of the respiratory tract or the genito-urinary tract. It may be injected trans-tracheally to anesthetize the larynx and trachea, an', '. The 1.5% solution will provide extensive and often complete motor block and the 2% concentration of mepivacaine hydrochloride will produce complete sensory and motor block of any nerve group. The duration of anesthesia also varies depending upon the technique and type of block, the concentration, ']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[8.17159366607666, 8.17159366607666, 9.221818923950195, 9.221818923950195, 9.221818923950195]","[7.890002727508545, 9.921041488647461, 11.472929000854492, 11.472929000854492, 11.472929000854492]",0.6492240905761719,0.47982295155525206,0.0,0.6540976166725159,0.5086583991845449,0.6784652471542358,0.5598964691162109
Chinese_Q022,哌替啶盐酸盐注射液的pH范围是多少？,0,0.0,5,5,5,2,3,[],"['. In healthy volunteers administered intravenous lanthanum as the soluble chloride salt (120 µg), renal clearance was less than 2% of total plasma clearance. Drug Interactions FOSRENOL has a low potential for systemic drug-drug interactions because of the very low bioavailability of lanthanum and be', '. The solutions contain 10% (w/v) alcohol,USP, and 8.70 mg of sodium chloride in sterile water. The pH range is 6.9 to 7.9 and is adjusted with sodium hydroxide and/or hydrochloric acid. The sterile solutions are clear and slightly yellow in color. image description']","['. The product is formulated at pH 5.2 and each 30 mL vial contains 300 mg of eculizumab-aeeb, sorbitol (E420) (1500 mg), acetic acid (18.0 mg), polysorbate 80 (3.0 mg) (vegetable origin), edetate disodium (EDTA) (0.6 mg), sodium hydroxide may be added to adjust pH, and Water for Injection, USP.', '. Sertraline hydrochloride is supplied for oral administration as film-coated tablets containing sertraline hydrochloride equivalent to 25, 50 and 100 mg of sertraline and the following inactive ingredients: D&C Yellow #10 (in 25 mg tablet), dibasic calcium phosphate anhydrous, FD&C Blue #1 (in 25 m', '. Palonosetron Hydrochloride Injection is available as a 5 mL single-dose vial. Each 5 mL vial contains: 0.25 mg palonosetron (equivalent to 0.28 mg palonosetron HCl), 207.5 mg mannitol, disodium edetate and citrate buffer in water for intravenous administration. The pH of the solution in the 5 mL v']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[8.61417007446289, 8.61417007446289, 8.61417007446289, 9.168815612792969, 9.168815612792969]","[9.670760154724121, 11.31847095489502, 11.601157188415527, 11.601157188415527, 11.601157188415527]",0.6750150680541992,0.6120471835136414,0.0,0.6803587973117828,0.596687893072764,0.7070774435997009,0.6350861191749573
Chinese_Q023,哌替啶盐酸盐注射液有哪些给药形式？,0,0.0,7,5,5,2,5,[],"['CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Naturally occurring glucocorticoids (hydrocortisone and cortisone), which also have salt-retaining properties, are used as replacement therapy in adrenocortical deficiency states. Their synthetic analogs are primarily used for their potent anti-inflammato', 'CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Naturally occurring glucocorticoids (hydrocortisone and cortisone), which also have salt-retaining properties, are used as replacement therapy in adrenocortical deficiency states. They are also used for their potent anti-inflammatory effects in disorders ']","['. 2.2 Instructions for Intravenous Administration Palonosetron hydrochloride injection is supplied ready for intravenous administration at a concentration of 0.05 mg per mL (50 mcg per mL). Do not mix palonosetron hydrochloride injection with other drugs. Flush the infusion line with normal saline b', 'CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Ipratropium Bromide and Albuterol Sulfate Inhalation Solution is a combination of the β \u200b2 -adrenergic bronchodilator, albuterol sulfate, and the anticholinergic bronchodilator, ipratropium bromide. Albuterol sulfate: Mechanism of Action: \u200b The prime acti', '. Sertraline hydrochloride is supplied for oral administration as film-coated tablets containing sertraline hydrochloride equivalent to 25, 50 and 100 mg of sertraline and the following inactive ingredients: D&C Yellow #10 (in 25 mg tablet), dibasic calcium phosphate anhydrous, FD&C Blue #1 (in 25 m', '. Corticosteroids, Analgesics, Antiemetics/Antinauseants, Antispasmodics and Anticholinergic Agents In controlled clinical trials, palonosetron hydrochloride injection has been safely administered with corticosteroids, analgesics, antiemetics/antinauseants, antispasmodics and anticholinergic agents.', 'DESCRIPTION: 11 DESCRIPTION Palonosetron hydrochloride injection contains palonosetron as palonosetron HCl, an antiemetic and antinauseant agent. It is a serotonin-3 (5-HT 3 ) receptor antagonist with a strong binding affinity for this receptor. Chemically, palonosetron hydrochloride is: (3a S )-2-[']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[6.988699436187744, 6.988699436187744, 6.988699436187744, 7.254420280456543, 7.254420280456543]","[9.776174545288086, 9.95988655090332, 10.746856689453125, 10.781657218933105, 11.33420181274414]",0.662853991985321,0.5524148762226104,0.0,0.6630271673202515,0.5524148762226104,0.6638930439949036,0.6069436073303223
Chinese_Q024,哌替啶盐酸盐的熔点是多少？,0,0.0,6,5,5,3,3,[],"['. Sulfuric acid and, if necessary, sodium hydroxide may be added to adjust pH (4.0 – 5.5). Preservative: benzalkonium chloride 0.004% Trimethoprim sulfate (Structural formula) Polymyxin B Sulfate, the sulfate salt of polymyxin B1 and B2 (Structural formula)', '. The solutions contain 10% (w/v) alcohol,USP, and 8.70 mg of sodium chloride in sterile water. The pH range is 6.9 to 7.9 and is adjusted with sodium hydroxide and/or hydrochloric acid. The sterile solutions are clear and slightly yellow in color. image description', '. The tannate salt of pyrilamine has the empirical formula C 93 H 75 N 3 0 47 and MW = 1986.28. Chlor-Tan A 12 is a decongestant antihistamine suspension, which is red/pink in color with a raspberry flavor and odor. Other ingredients: citric acid, FD&C Red #40, D&C Red #33, raspberry flavor, glyceri']","['. Hydrochlorothiazide is chemically described as 6-chloro-3,4-dihydro- 2H -1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide. Hydrochlorothiazide is a thiazide diuretic. Its empirical formula is C 7 H 8 ClN 3 O 4 S 2 , its molecular weight is 297.73, and its structural formula is Valsartan and hydroc', '. Hydrochlorothiazide is chemically described as 6-chloro-3,4-dihydro-2 H -1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide. Hydrochlorothiazide is a thiazide diuretic. Its molecular formula is C 7 H 8 ClN 3 O 4 S 2 , its molecular weight is 297.73, and its structural formula is Valsartan and hydroc', 'DESCRIPTION: DESCRIPTION Cyclobenzaprine hydrochloride is a white, crystalline tricyclic amine salt with the empirical formula C20H21N • HCl and a molecular weight of 311.9. It has a melting point of 217°C, and a pKa of 8.47 at 25°C. It is freely soluble in water and alcohol, sparingly soluble in is']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[10.795300483703613, 12.07105827331543, 12.07105827331543, 12.887284278869629, 12.887284278869629]","[13.961738586425781, 14.056344985961914, 14.056344985961914, 14.056344985961914, 14.063486099243164]",0.6226431488990783,0.4951404809951782,0.0,0.6254357298215231,0.500511368115743,0.6463359594345093,0.5123633146286011
Chinese_Q025,盐酸哌替啶的化学成分是什么？,0,0.0,5,5,5,3,2,[],"['DESCRIPTION: 11 DESCRIPTION Divalproex sodium is a stable co-ordination compound comprised of sodium valproate and valproic acid in a 1:1 molar relationship and formed during the partial neutralization of valproic acid with 0.5 equivalent of sodium hydroxide. Chemically it is designated as sodium hy', '. Sulfuric acid and, if necessary, sodium hydroxide may be added to adjust pH (4.0 – 5.5). Preservative: benzalkonium chloride 0.004% Trimethoprim sulfate (Structural formula) Polymyxin B Sulfate, the sulfate salt of polymyxin B1 and B2 (Structural formula)', '. The tannate salt of pyrilamine has the empirical formula C 93 H 75 N 3 0 47 and MW = 1986.28. Chlor-Tan A 12 is a decongestant antihistamine suspension, which is red/pink in color with a raspberry flavor and odor. Other ingredients: citric acid, FD&C Red #40, D&C Red #33, raspberry flavor, glyceri']","['. Hydrochlorothiazide is chemically described as 6-chloro-3,4-dihydro- 2H -1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide. Hydrochlorothiazide is a thiazide diuretic. Its empirical formula is C 7 H 8 ClN 3 O 4 S 2 , its molecular weight is 297.73, and its structural formula is Valsartan and hydroc', '. Hydrochlorothiazide is chemically described as 6-chloro-3,4-dihydro-2 H -1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide. Hydrochlorothiazide is a thiazide diuretic. Its molecular formula is C 7 H 8 ClN 3 O 4 S 2 , its molecular weight is 297.73, and its structural formula is Valsartan and hydroc']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[9.363893508911133, 10.68304443359375, 10.68304443359375, 10.81639289855957, 10.81639289855957]","[9.621110916137695, 9.621110916137695, 9.621110916137695, 9.687217712402344, 9.687217712402344]",0.6489389896392822,0.5912109375,0.0,0.6544191837310791,0.5909930169582367,0.6818201541900635,0.5920826196670532
Chinese_Q026,盐酸哌替啶作为麻醉性镇痛药的作用是什么？,0,0.0,5,5,5,2,3,[],"['CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Naturally occurring glucocorticoids (hydrocortisone and cortisone), which also have salt-retaining properties, are used as replacement therapy in adrenocortical deficiency states. Their synthetic analogs are primarily used for their potent anti-inflammato', 'CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Naturally occurring glucocorticoids (hydrocortisone and cortisone), which also have salt-retaining properties, are used as replacement therapy in adrenocortical deficiency states. They are also used for their potent anti-inflammatory effects in disorders ']","['CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Hydrocodone is a semisynthetic narcotic analgesic and antitussive with multiple actions qualitatively similar to those of codeine. Most of these involve the central nervous system and smooth muscle. The precise mechanism of action of hydrocodone and other', 'CLINICAL PHARMACOLOGY: 12 CLINICAL PHARMACOLOGY 12.1 Mechanism of Action Tramadol hydrochloride tablets contain tramadol, an opioid agonist and inhibitor of norepinephrine and serotonin re- uptake. Although the mode of action is not completely understood, the analgesic effect of tramadol is believed', 'CLINICAL PHARMACOLOGY: CLINICAL PHARMACOLOGY Amitriptyline hydrochloride is an antidepressant with sedative effects. Its mechanism of action in man is not known. It is not a monoamine oxidase inhibitor and it does not act primarily by stimulation of the central nervous system. Amitriptyline inhibits']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[8.065496444702148, 8.065496444702148, 8.065496444702148, 8.115697860717773, 8.115697860717773]","[9.16495132446289, 9.304937362670898, 9.304937362670898, 9.713227272033691, 9.713227272033691]",0.648252522945404,0.5460175752639771,0.0,0.6452686786651611,0.5516327023506165,0.6601879000663757,0.5797083377838135
Chinese_Q027,盐酸哌替啶注射液有哪些浓度可用？,0,0.0,7,5,5,2,5,[],"['. These effects are less likely to occur with the synthetic derivatives except when used in large doses. However, since fludrocortisone acetate is a potent mineralocorticoid, both the dosage and salt intake should be carefully monitored in order to avoid the development of hypertension, edema or wei', '. 12.3 Pharmacokinetics Absorption/Bioavailability Equivalent oral doses of divalproex sodium products and valproic acid capsules deliver equivalent quantities of valproate ion systemically. Although the rate of valproate ion absorption may vary with the formulation administered (liquid, solid, or s']","['. Solutions which are discolored or which contain particulate matter should not be administered. Recommended Concentrations and Doses of Mepivacaine Hydrochloride Procedure Concentration Total Dose Comments mL mg Cervical, brachial, intercostal, 1% 5−40 50−400 Pudendal block: one half of total dose ', '. 2.2 Instructions for Intravenous Administration Palonosetron hydrochloride injection is supplied ready for intravenous administration at a concentration of 0.05 mg per mL (50 mcg per mL). Do not mix palonosetron hydrochloride injection with other drugs. Flush the infusion line with normal saline b', '. Sertraline hydrochloride is supplied for oral administration as film-coated tablets containing sertraline hydrochloride equivalent to 25, 50 and 100 mg of sertraline and the following inactive ingredients: D&C Yellow #10 (in 25 mg tablet), dibasic calcium phosphate anhydrous, FD&C Blue #1 (in 25 m', '. Palonosetron Hydrochloride Injection is available as a 5 mL single-dose vial. Each 5 mL vial contains: 0.25 mg palonosetron (equivalent to 0.28 mg palonosetron HCl), 207.5 mg mannitol, disodium edetate and citrate buffer in water for intravenous administration. The pH of the solution in the 5 mL v', '. Each single-dose vial, formulated in an aqueous solution, is available at a concentration of 20 mg/mL containing 80 mg/4 mL, 200 mg/10 mL, or 400 mg/20 mL of TOFIDENCE. Each mL of solution contains arginine hydrochloride (10.53 mg), histidine (0.81 mg), L-histidine hydrochloride monohydrate (1.01 ']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[8.94089126586914, 8.94089126586914, 8.94089126586914, 9.114282608032227, 9.114282608032227]","[9.41240406036377, 10.763940811157227, 11.23800277709961, 12.287792205810547, 12.324584007263184]",0.6652658939361572,0.5878236532211304,0.0,0.6584808826446533,0.5878236532211304,0.6924059391021729,0.5928723812103271
Chinese_Q028,血浆浓度与局部麻醉药物结合之间的关系是什么？,1,0.2,5,5,5,2,2,"['. Fetal/maternal ratios of local anesthetics appear to be inversely related to the degree of plasma protein binding, because only the free, unbound drug is available for placental transfer. Mepivacaine is approximately 75% bound to plasma proteins. The extent of placental transfer is also determined']","['. Bleeding events related to drugs that interfere with serotonin reuptake have ranged from ecchymoses, hematomas, epistaxis, and petechiae to life-threatening hemorrhages. Inform patients about the increased risk of bleeding associated with the concomitant use of paroxetine and antiplatelet agents o', '. At blood concentrations achieved with normal therapeutic doses, changes in cardiac conduction, excitability, refractoriness, contractility, and peripheral vascular resistance are minimal. However, toxic blood concentrations depress cardiac conduction and excitability, which may lead to atrioventri']","['. In the plasma, olanzapine accounted for only 12% of the AUC for total radioactivity, indicating significant exposure to metabolites. After multiple dosing, the major circulating metabolites were the 10-N-glucuronide, present at steady state at 44% of the concentration of olanzapine, and 4′-N-desme', 'DOSAGE AND ADMINISTRATION: DOSAGE AND ADMINISTRATION The dose of any local anesthetic administered varies with the anesthetic procedure, the area to be anesthetized, the vascularity of the tissues, the number of neuronal segments to be blocked, the depth of anesthesia and degree of muscle relaxation']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[8.076412200927734, 8.605328559875488, 8.676178932189941, 8.676178932189941, 8.676178932189941]","[11.223373413085938, 12.357619285583496, 12.423261642456055, 12.423261642456055, 12.423261642456055]",0.6255855798721314,0.6121713280677795,0.6261987686157227,0.6143472790718079,0.5797103941440582,0.6365172863006592,0.6376185417175293
Chinese_Q029,唑来膦酸注射液的潜在肾脏副作用有哪些？,0,0.0,4,5,5,1,3,[],"['. Renal toxicity has also been seen in patients in whom renal prostaglandins have a compensatory role in the maintenance of renal perfusion. In these patients, administration of a nonsteroidal anti-inflammatory drug may cause a dose-dependent reduction in prostaglandin formation and, secondarily, in']","['. The incidence of renal toxicity and renal failure has been shown to be reduced when Zoledronic Acid Injection 4 mg is given as a 15 - minute intravenous infusion. Zoledronic Acid Injection should be administered by intravenous infusion over no less than 15 minutes [ see Warnings and Precautions ( ', '. The following are data on the incidence of renal deterioration in patients receiving Zoledronic Acid Injection 4 mg over 15 minutes in these trials (see Table 9 ). Table 9: Percentage of Patients with Treatment Emergent Renal Function Deterioration by Baseline Serum Creatinine* *Table includes onl', '. In the trials and in postmarketing experience, renal deterioration, progression to renal failure and dialysis have occurred in patients with normal and abnormal baseline renal function, including patients treated with 4 mg infused over a 15 - minute period. There have been instances of this occurr']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[6.429294586181641, 6.429294586181641, 6.558496475219727, 6.558496475219727, 6.558496475219727]","[8.11402702331543, 8.11402702331543, 8.21788215637207, 8.21788215637207, 9.142928123474121]",0.701798677444458,0.6089733600616455,0.0,0.701798677444458,0.6072913606961569,0.701798677444458,0.6640781760215759
Chinese_Q030,在唑来膦酸注射液的上市后使用中报告了哪些不良反应？,0,0.0,7,5,5,5,2,[],"['. 6.2 Postmarketing Experience The following adverse reactions have been identified during postapproval use of indomethacin. Because these reactions are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequency or establish a causal rela', '. Laboratory Tests: Mild to moderate elevations of ALT, LDH, alkaline phosphatase, BUN and creatinine have been noted. The relationship of these abnormalities to glipizide is uncertain. 6.2 Postmarketing Experience The following adverse reactions have been identified during post approval use of glip', 'ADVERSE REACTIONS: ADVERSE REACTIONS The following adverse reactions have been identified during post-approval use of Hydroxychloroquine sulfate tablets or other 4-aminoqunoline compounds. Because these reactions are reported voluntarily from a population of uncertain size, it is not always possible', '. Henoch- Schonlein vasculitis, angioedema RENAL Acute renal failure (see PRECAUTIONS ), decreased creatinine clearance, polyuria, azotemia, cystitis, Hematuria Renal papillary necrosis MISCELLANEOUS Dry eyes and mouth, gingival ulcer, rhinitis Postmarketing Experience The following adverse reaction', '. Metabolic acidosis has also been reported in patients receiving higher doses. Reports of extravasation with swelling have been received postmarketing. Rarely extravasation has been associated with necrosis and venous induration. The incidences of adverse reactions in the table that follows are der']","['ADVERSE REACTIONS: ADVERSE REACTIONS Clinical Trials and Post-marketing Surveillance The adverse reactions listed below reflect the experience from investigational studies of Amnesteem, and the post-marketing experience. The relationship of some of these events to Amnesteem therapy is unknown. Many ', '. 6.2 Postmarketing Experience The following additional adverse reactions have been identified during postmarketing use of gadobutrol injection or other GBCAs. Because these reactions are reported voluntarily from a population of uncertain size, it is not possible to reliably estimate their frequenc']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","['FDA', 'FDA', 'FDA', 'FDA', 'FDA']","[4.990294456481934, 5.535497665405273, 5.537463665008545, 6.054627895355225, 6.171749114990234]","[9.378746032714844, 9.378746032714844, 9.378746032714844, 10.119569778442383, 10.119569778442383]",0.6184826374053956,0.5635105609893799,0.0,0.6184826374053956,0.5496501475572586,0.6833542585372925,0.618952214717865
